Tên sản phẩm,Tên cửa hàng,Giá,Thương hiệu,Lượt đánh giá,Điểm đánh giá trung bình,Số lượng đã bán,Category,Currency,Cluster
HEATTECH Găng Tay Giữ Nhiệt Lót Lông,UNIQLO,489000.0,UNIQLO,5.0,5.0,0.0,Găng Tay,VND,0
HEATTECH Găng Tay Giữ Nhiệt Lót Lông,UNIQLO,489000.0,UNIQLO,7.0,4.86,0.0,Găng Tay,VND,0
HEATTECH Găng Tay Giữ Nhiệt,UNIQLO,489000.0,UNIQLO,12.0,4.75,0.0,Găng Tay,VND,0
Miracle Air Áo Khoác | Vải Wool-like,UNIQLO,1471000.0,UNIQLO,281.0,4.83,0.0,Áo,VND,-1
Áo Khoác Denim Trucker,UNIQLO,1275000.0,UNIQLO,31.0,4.94,0.0,Áo,VND,0
Áo Khoác Thoải Mái,UNIQLO,1471000.0,UNIQLO,15.0,5.0,0.0,Áo,VND,0
Áo Khoác Thoải Mái 2B,UNIQLO,1471000.0,UNIQLO,323.0,4.85,0.0,Áo,VND,-1
Áo Khoác Giả Lông Cừu Kéo Khóa,UNIQLO,686000.0,UNIQLO,217.0,4.82,0.0,Áo,VND,0
DRY-EX Áo Khoác Siêu Co Giãn | Chống UV,UNIQLO,686000.0,UNIQLO,203.0,4.87,0.0,Áo,VND,0
Áo Gile Phao Lông Vũ Siêu Nhẹ,UNIQLO,980000.0,UNIQLO,18.0,4.94,0.0,Áo,VND,0
Áo Khoác Phao Lông Vũ Siêu Nhẹ,UNIQLO,1471000.0,UNIQLO,58.0,4.91,0.0,Áo,VND,0
Áo Khoác Lông Vũ Siêu Nhẹ | Có Mũ,UNIQLO,1471000.0,UNIQLO,11.0,4.45,0.0,Áo,VND,0
Áo Khoác Lông Vũ Siêu Nhẹ | Có Mũ,UNIQLO,1471000.0,UNIQLO,51.0,4.59,0.0,Áo,VND,0
Áo Parka Hai Mặt,UNIQLO,980000.0,UNIQLO,138.0,4.87,0.0,Áo,VND,0
Áo Parka Chống UV Bỏ Túi | NANO Design,UNIQLO,784000.0,UNIQLO,74.0,4.86,0.0,Áo,VND,0
Áo Khoác BLOCKTECH | Có Mũ,UNIQLO,1471000.0,UNIQLO,116.0,4.91,0.0,Áo,VND,0
DRY-EX Áo Khoác Siêu Co Giãn | Chống UV,UNIQLO,686000.0,UNIQLO,31.0,4.9,0.0,Áo,VND,0
Seamless Down Áo Khoác | Có Mũ,UNIQLO,2944000.0,UNIQLO,13.0,4.62,0.0,Áo,VND,-1
Áo Khóac Hybrid Down,UNIQLO,2944000.0,UNIQLO,8.0,5.0,0.0,Áo,VND,-1
DRY-EX Áo Khoác Siêu Co Giãn | Chống UV,UNIQLO,686000.0,UNIQLO,53.0,4.85,0.0,Áo,VND,0
PUFFTECH Áo Khoác Chần Bông | Có Mũ,UNIQLO,1471000.0,UNIQLO,58.0,4.9,0.0,Áo,VND,0
AIRism Cotton Áo Thun Không Tay,UNIQLO,391000.0,UNIQLO,780.0,4.87,0.0,Áo,VND,0
Áo Thun Dry Cổ Tròn Nhiều Màu,UNIQLO,146000.0,UNIQLO,556.0,4.84,0.0,Áo,VND,0
AIRism Cotton Áo Thun | Kẻ Sọc,UNIQLO,489000.0,UNIQLO,17.0,5.0,0.0,Áo,VND,0
Áo Thun Vải Dạ Mềm Cổ Ba Phân,UNIQLO,489000.0,UNIQLO,4.0,5.0,0.0,Áo,VND,0
Áo Len Mềm Giả Lông Cừu Cổ Tròn,UNIQLO,489000.0,UNIQLO,109.0,4.96,0.0,Áo,VND,0
Áo Thun Soft Brushed Cổ Tròn,UNIQLO,391000.0,UNIQLO,353.0,4.88,0.0,Áo,VND,0
Áo Thun Vải Waffle,UNIQLO,489000.0,UNIQLO,260.0,4.88,0.0,Áo,VND,0
Áo Thun Vải Waffle | Cổ Henley,UNIQLO,489000.0,UNIQLO,477.0,4.85,0.0,Áo,VND,0
Áo Thun Cổ Tròn Dry Nhiều Màu,UNIQLO,146000.0,UNIQLO,3557.0,4.8,0.0,Áo,VND,-1
SUPIMA COTTON Áo Thun Cổ Tròn,UNIQLO,391000.0,UNIQLO,679.0,4.8,0.0,Áo,VND,0
DRY-EX Áo Thun Cổ Tròn (Nhẹ),UNIQLO,391000.0,UNIQLO,25.0,4.72,0.0,Áo,VND,0
DRY-EX Áo Thun Cổ Tròn,UNIQLO,391000.0,UNIQLO,37.0,4.68,0.0,Áo,VND,0
DRY-EX Áo Thun Cổ Tròn,UNIQLO,391000.0,UNIQLO,113.0,4.69,0.0,Áo,VND,0
DRY-EX Áo Thun Cổ Tròn,UNIQLO,391000.0,UNIQLO,87.0,4.8,0.0,Áo,VND,0
UT KAWS + Warhol Áo Thun,UNIQLO,391000.0,UNIQLO,37.0,4.89,0.0,Áo,VND,0
UT KAWS + Warhol Áo Thun,UNIQLO,391000.0,UNIQLO,88.0,4.91,0.0,Áo,VND,0
UT KAWS + Warhol Áo Thun,UNIQLO,391000.0,UNIQLO,53.0,4.92,0.0,Áo,VND,0
KAWS + Warhol Áo Nỉ,UNIQLO,784000.0,UNIQLO,27.0,4.89,0.0,Áo,VND,0
UT KAWS + Warhol Áo Thun,UNIQLO,391000.0,UNIQLO,98.0,4.92,0.0,Áo,VND,0
UT PEANUTS Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,32.0,4.91,0.0,Áo,VND,0
UT PEANUTS Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,21.0,4.81,0.0,Áo,VND,0
UT PEANUTS Áo Thun | Dáng Rộng,UNIQLO,391000.0,UNIQLO,3.0,4.67,0.0,Áo,VND,0
UT ONE PIECE Anime 25th Áo Thun,UNIQLO,391000.0,UNIQLO,42.0,4.93,0.0,Áo,VND,0
UT NY POP ART Archive Áo Thun | Basquiat,UNIQLO,391000.0,UNIQLO,8.0,5.0,0.0,Áo,VND,0
UT NY POP ART Archive Áo Thun | Basquiat,UNIQLO,391000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
UT NY POP ART Archive Áo Thun | Keith Haring,UNIQLO,391000.0,UNIQLO,4.0,5.0,0.0,Áo,VND,0
UT NY POP ART Archive Áo Thun | Andy Warhol,UNIQLO,391000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
UT NY POP ART Archive Áo Thun,UNIQLO,391000.0,UNIQLO,5.0,5.0,0.0,Áo,VND,0
UT NY POP ART Archive Keith Haring Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,20.0,4.95,0.0,Áo,VND,0
UT NY POP ART Archive Keith Haring Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,20.0,4.85,0.0,Áo,VND,0
UT NY POP ART Archive Áo Thun,UNIQLO,391000.0,UNIQLO,4.0,5.0,0.0,Áo,VND,0
UT NYC POP ICONS Áo Thun Ngắn Tay (Basquiat),UNIQLO,391000.0,UNIQLO,101.0,4.89,0.0,Áo,VND,0
UT Studio Ghibli Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,5.0,4.8,0.0,Áo,VND,0
UT UKIYO-E Archive Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,52.0,4.87,0.0,Áo,VND,0
UT UKIYO-E Archive Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,43.0,4.91,0.0,Áo,VND,0
UT UKIYO-E Archive Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,39.0,4.74,0.0,Áo,VND,0
Ukiyoe Archive UT Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,44.0,4.64,0.0,Áo,VND,0
Ukiyoe Archive UT Áo Thun Ngắn Tay,UNIQLO,391000.0,UNIQLO,68.0,4.87,0.0,Áo,VND,0
Áo Hoodie Vải Jersey Mềm Chui Đầu,UNIQLO,980000.0,UNIQLO,5.0,5.0,0.0,Áo,VND,0
Áo Nỉ Half-Zip,UNIQLO,784000.0,UNIQLO,18.0,5.0,0.0,Áo,VND,0
Áo Nỉ Có Mũ Chui Đầu,UNIQLO,784000.0,UNIQLO,378.0,4.92,0.0,Áo,VND,0
Áo Hoodie Nỉ Kéo Khóa,UNIQLO,784000.0,UNIQLO,132.0,4.89,0.0,Áo,VND,0
Áo Len Merino Cổ Tròn,UNIQLO,784000.0,UNIQLO,152.0,4.8,0.0,Áo,VND,0
Áo Len Lông Cừu Sợi Hai Màu,UNIQLO,784000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
Áo Len Vải Milano Gân Có Thể Giặt Máy,UNIQLO,784000.0,UNIQLO,55.0,4.98,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi Dáng Ôm | Vải Jersey,UNIQLO,784000.0,UNIQLO,16.0,4.88,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi Dáng Ôm,UNIQLO,784000.0,UNIQLO,3.0,4.33,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi Dáng Ôm | Vải Jersey,UNIQLO,784000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi Dáng Ôm | Button Down,UNIQLO,784000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi Dáng Ôm,UNIQLO,784000.0,UNIQLO,2.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi | Kẻ Sọc,UNIQLO,784000.0,UNIQLO,10.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi | Cổ Bẻ Rộng,UNIQLO,784000.0,UNIQLO,245.0,4.88,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi,UNIQLO,784000.0,UNIQLO,23.0,4.78,0.0,Áo,VND,0
Áo Sơ Mi Không Cần Ủi | Button Down,UNIQLO,784000.0,UNIQLO,138.0,4.9,0.0,Áo,VND,0
Áo Sơ Mi Dễ Chăm Sóc Co Giãn | Button Down,UNIQLO,784000.0,UNIQLO,6.0,4.83,0.0,Áo,VND,0
Áo Sơ Mi Dễ Chăm Sóc Co Giãn | Button Down,UNIQLO,784000.0,UNIQLO,25.0,4.72,0.0,Áo,VND,0
Áo Sơ Mi Dễ Chăm Sóc Co Giãn,UNIQLO,784000.0,UNIQLO,84.0,4.85,0.0,Áo,VND,0
Áo Sơ Mi Vải Broadcloth Dáng Rộng,UNIQLO,784000.0,UNIQLO,15.0,4.47,0.0,Áo,VND,0
Áo Sơ Mi Broadcloth | Button Down | Caro,UNIQLO,588000.0,UNIQLO,4.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Dáng Rộng Vải Twill,UNIQLO,980000.0,UNIQLO,6.0,4.5,0.0,Áo,VND,0
Áo Sơ Mi Vải Broadcloth | Button Down | Caro,UNIQLO,588000.0,UNIQLO,3.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Broadcloth | Button Down | Caro,UNIQLO,588000.0,UNIQLO,2.0,4.5,0.0,Áo,VND,0
Áo Sơ Mi Vải Broadcloth | Button Down | Caro,UNIQLO,588000.0,UNIQLO,3.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Broadcloth Dáng Rộng,UNIQLO,784000.0,UNIQLO,15.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Broadcloth | Button Down | Caro,UNIQLO,588000.0,UNIQLO,1.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Broadcloth | Button Down | Kẻ Sọc,UNIQLO,588000.0,UNIQLO,3.0,4.67,0.0,Áo,VND,0
Áo Sơ Mi Broadcloth | Button Down | Kẻ Sọc,UNIQLO,588000.0,UNIQLO,3.0,5.0,0.0,Áo,VND,0
Áo Khoác Kiểu Sơ Mi | Vải Jersey Denim,UNIQLO,784000.0,UNIQLO,33.0,4.94,0.0,Áo,VND,0
Áo Khoác Kiểu Sơ Mi Vải Jersey,UNIQLO,784000.0,UNIQLO,31.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Oxford Dáng Ôm | Kẻ Sọc,UNIQLO,588000.0,UNIQLO,4.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Oxford Dáng Ôm | Kẻ Sọc,UNIQLO,588000.0,UNIQLO,79.0,4.76,0.0,Áo,VND,0
Áo Sơ Mi Vải Oxford Dáng Ôm,UNIQLO,588000.0,UNIQLO,100.0,4.84,0.0,Áo,VND,0
Áo Sơ Mi Vải Linen Cao Cấp Dài Tay,UNIQLO,980000.0,UNIQLO,40.0,4.83,0.0,Áo,VND,0
Áo Sơ Mi Broadcloth | Button Down | Caro,UNIQLO,588000.0,UNIQLO,33.0,4.88,0.0,Áo,VND,0
Áo Sơ Mi Broadcloth | Button Down | Kẻ Sọc,UNIQLO,588000.0,UNIQLO,61.0,4.92,0.0,Áo,VND,0
Áo Sơ Mi Broadcloth | Button Down,UNIQLO,588000.0,UNIQLO,137.0,4.69,0.0,Áo,VND,0
Áo Sơ Mi Vải Cotton Linen | Cổ Trụ,UNIQLO,588000.0,UNIQLO,8.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Cotton Modal | Cổ Mở | Họa Tiết,UNIQLO,588000.0,UNIQLO,6.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Cotton Modal | Cổ Mở | Họa Tiết,UNIQLO,588000.0,UNIQLO,6.0,5.0,0.0,Áo,VND,0
Áo Sơ Mi Vải Cotton Modal | Cổ Mở | Họa Tiết,UNIQLO,588000.0,UNIQLO,50.0,4.9,0.0,Áo,VND,0
Áo Sơ Mi Vải Cotton Linen | Cổ Trụ,UNIQLO,588000.0,UNIQLO,86.0,4.87,0.0,Áo,VND,0
Áo Sơ Mi Vải Cotton Modal | Cổ Mở,UNIQLO,588000.0,UNIQLO,248.0,4.86,0.0,Áo,VND,0
DRY-EX Áo Polo,UNIQLO,489000.0,UNIQLO,153.0,4.62,0.0,Áo,VND,0
Áo Polo Vải Dry Pique,UNIQLO,489000.0,UNIQLO,30.0,4.67,0.0,Áo,VND,0
AIRism Cotton Áo Polo | Gài Nút,UNIQLO,489000.0,UNIQLO,247.0,4.91,0.0,Áo,VND,0
AIRism Cotton Áo Polo | Gài Nút,UNIQLO,489000.0,UNIQLO,208.0,4.81,0.0,Áo,VND,0
AIRism Cotton Áo Polo Vải Jersey | Cổ Mở,UNIQLO,489000.0,UNIQLO,199.0,4.86,0.0,Áo,VND,0
AIRism Cotton Áo Polo Vải Pique Ngắn Tay,UNIQLO,489000.0,UNIQLO,506.0,4.78,0.0,Áo,VND,0
AIRism Cotton Áo Polo | Gài Nút,UNIQLO,489000.0,UNIQLO,182.0,4.8,0.0,Áo,VND,0
Quần Jeans Dáng Rộng Ống Suông,UNIQLO,980000.0,UNIQLO,97.0,4.88,0.0,Quần,VND,0
Quần Dài Xếp Ly Dáng Rộng,UNIQLO,784000.0,UNIQLO,11.0,4.82,0.0,Quần,VND,0
Quần Dài Xếp Ly Dáng Rộng,UNIQLO,784000.0,UNIQLO,5.0,5.0,0.0,Quần,VND,0
Quần Dài Xếp Ly Ống Rộng,UNIQLO,784000.0,UNIQLO,441.0,4.92,0.0,Quần,VND,0
Quần Chino Dáng Rộng,UNIQLO,784000.0,UNIQLO,66.0,4.91,0.0,Quần,VND,0
Quần Parachute Dáng Rộng,UNIQLO,784000.0,UNIQLO,27.0,4.96,0.0,Quần,VND,0
Quần Dài Parachute Dáng Rộng,UNIQLO,784000.0,UNIQLO,62.0,4.87,0.0,Quần,VND,0
Quần Dài Geared,UNIQLO,784000.0,UNIQLO,60.0,4.8,0.0,Quần,VND,0
Quần Chino Dáng Slim Fit,UNIQLO,784000.0,UNIQLO,490.0,4.75,0.0,Quần,VND,0
Quần Jeans Siêu Co Giãn,UNIQLO,980000.0,UNIQLO,15.0,4.93,0.0,Quần,VND,0
EZY Quần Jeans Siêu Co Giãn,UNIQLO,980000.0,UNIQLO,663.0,4.84,0.0,Quần,VND,-1
Quần Jeans Siêu Co Giãn Nhiều Màu,UNIQLO,784000.0,UNIQLO,525.0,4.83,0.0,Quần,VND,0
Quần Jeans Dáng Slim Fit,UNIQLO,980000.0,UNIQLO,17.0,4.88,0.0,Quần,VND,0
Quần Jeans Dáng Slim Fit,UNIQLO,980000.0,UNIQLO,261.0,4.7,0.0,Quần,VND,0
Quần Jeans Dáng Slim Fit (Co Giãn),UNIQLO,980000.0,UNIQLO,264.0,4.61,0.0,Quần,VND,0
Quần Jeans Siêu Co Giãn Nhiều Màu,UNIQLO,784000.0,UNIQLO,5.0,5.0,0.0,Quần,VND,0
Quần Cotton Dài Đến Mắt Cá | Vải Denim,UNIQLO,588000.0,UNIQLO,151.0,4.91,0.0,Quần,VND,0
Quần Co Giãn Dài Đến Mắt Cá | Vải Denim,UNIQLO,588000.0,UNIQLO,35.0,4.94,0.0,Quần,VND,0
Quần Dài Vải Linen Pha Dáng Relax,UNIQLO,784000.0,UNIQLO,108.0,4.82,0.0,Quần,VND,0
Quần Jogger Vải Jersey Túi Hộp | Indigo,UNIQLO,588000.0,UNIQLO,3.0,5.0,0.0,Quần,VND,0
Quần Jogger Vải Jersey,UNIQLO,588000.0,UNIQLO,4.0,4.75,0.0,Quần,VND,0
DRY-EX Quần Jogger Siêu Co Giãn,UNIQLO,686000.0,UNIQLO,254.0,4.9,0.0,Quần,VND,0
Quần Jogger Dài Vải Washed Jersey,UNIQLO,588000.0,UNIQLO,85.0,4.82,0.0,Quần,VND,0
Quần Vải Dạ Dài Đến Mắt Cá | Caro,UNIQLO,686000.0,UNIQLO,7.0,4.86,0.0,Quần,VND,0
Quần Vải Dạ Dài Đến Mắt Cá | Caro,UNIQLO,686000.0,UNIQLO,1.0,5.0,0.0,Quần,VND,0
Quần Easy Vải Dạ Dài Đến Mắt Cá,UNIQLO,686000.0,UNIQLO,9.0,5.0,0.0,Quần,VND,0
Quần Thể Thao Co Giãn 2 Chiều | Chống UV,UNIQLO,784000.0,UNIQLO,26.0,5.0,0.0,Quần,VND,0
Quần Dài Thể Thao Co Giãn,UNIQLO,784000.0,UNIQLO,12.0,4.92,0.0,Quần,VND,0
DRY-EX Quần Dài Siêu Co Giãn Ống Ôm Dần,UNIQLO,686000.0,UNIQLO,289.0,4.91,0.0,Quần,VND,0
Quần Short Vải Jersey,UNIQLO,391000.0,UNIQLO,14.0,4.71,0.0,Quần,VND,0
Quần Dry Easy Short Co Giãn,UNIQLO,391000.0,UNIQLO,456.0,4.9,0.0,Quần,VND,0
Quần Smart Pants Dài Đến Mắt Cá | Vải Wool-like,UNIQLO,784000.0,UNIQLO,554.0,4.88,0.0,Quần,VND,0
Quần Smart Pants Dài Đến Mắt Cá | Vải Cotton-like,UNIQLO,784000.0,UNIQLO,79.0,4.89,0.0,Quần,VND,0
Quần Smart Pants Dài Đến Mắt Cá | Siêu Co Giãn,UNIQLO,784000.0,UNIQLO,523.0,4.72,0.0,Quần,VND,0
Miracle Air Quần Dài | Vải Cotton-like,UNIQLO,980000.0,UNIQLO,107.0,4.83,0.0,Quần,VND,0
Miracle Air Quần Dài| Vải Wool Like,UNIQLO,980000.0,UNIQLO,445.0,4.82,0.0,Quần,VND,0
Quần Shorts Co Giãn Dáng Slim Fit,UNIQLO,588000.0,UNIQLO,36.0,4.72,0.0,Quần,VND,0
Quần Shorts Co Giãn Dáng Slim Fit,UNIQLO,588000.0,UNIQLO,345.0,4.85,0.0,Quần,VND,0
Quần Shorts Gear,UNIQLO,588000.0,UNIQLO,86.0,4.9,0.0,Quần,VND,0
Quần Shorts Gear,UNIQLO,588000.0,UNIQLO,353.0,4.88,0.0,Quần,VND,0
Miracle Air Quần Shorts,UNIQLO,784000.0,UNIQLO,25.0,4.84,0.0,Quần,VND,0
Miracle Air Quần Shorts,UNIQLO,784000.0,UNIQLO,171.0,4.88,0.0,Quần,VND,0
DRY-EX Quần Short Siêu Co Giãn,UNIQLO,489000.0,UNIQLO,346.0,4.88,0.0,Quần,VND,0
Tất Lửng | Thể Thao,UNIQLO,97000.0,UNIQLO,4.0,4.75,0.0,Tất,VND,0
Tất Cổ Ngắn | Thể Thao,UNIQLO,97000.0,UNIQLO,9.0,5.0,0.0,Tất,VND,0
Tất Cổ Ngắn | Thể Thao | Lót Lông,UNIQLO,97000.0,UNIQLO,107.0,4.84,0.0,Tất,VND,0
HEATTECH Áo Thun Giữ Nhiệt | Kẻ Sọc,UNIQLO,293000.0,UNIQLO,48.0,4.96,0.0,Áo,VND,0
HEATTECH Quần Tất Giữ Nhiệt,UNIQLO,293000.0,UNIQLO,92.0,4.86,0.0,Quần,VND,0
HEATTECH Áo Giữ Nhiệt,UNIQLO,293000.0,UNIQLO,122.0,4.89,0.0,Áo,VND,0
HEATTECH Extra Warm Cotton Quần Tất Giữ Nhiệt,UNIQLO,489000.0,UNIQLO,174.0,4.87,0.0,Quần,VND,0
HEATTECH Extra Warm Cotton Áo Giữ Nhiệt,UNIQLO,489000.0,UNIQLO,332.0,4.86,0.0,Áo,VND,0
HEATTECH Ultra Warm Quần Tất Giữ Nhiệt,UNIQLO,588000.0,UNIQLO,141.0,4.87,0.0,Quần,VND,0
HEATTECH Ultra Warm Áo Giữ Nhiệt | Cổ Lọ,UNIQLO,588000.0,UNIQLO,35.0,4.91,0.0,Áo,VND,0
HEATTECH Ultra Warm Áo Giữ Nhiệt | Cổ Tròn,UNIQLO,588000.0,UNIQLO,230.0,4.9,0.0,Áo,VND,0
HEATTECH Tất Lửng Giữ Nhiệt | Giả Lông Cừu,UNIQLO,146000.0,UNIQLO,1.0,5.0,0.0,Tất,VND,0
HEATTECH Tất Lửng | Giả Lông Cừu,UNIQLO,146000.0,UNIQLO,4.0,5.0,0.0,Tất,VND,0
HEATTECH Tất Giữ Nhiệt | Wide Ribbed,UNIQLO,146000.0,UNIQLO,4.0,5.0,0.0,Tất,VND,0
HEATTECH Tất Giữ Nhiệt | Lót Lông,UNIQLO,146000.0,UNIQLO,15.0,5.0,0.0,Tất,VND,0
HEATTECH Tất Giữ Nhiệt | Lót Lông,UNIQLO,146000.0,UNIQLO,36.0,4.81,0.0,Tất,VND,0
HEATTECH Tất Lửng Giữ Nhiệt | Lót Lông,UNIQLO,146000.0,UNIQLO,41.0,4.9,0.0,Tất,VND,0
HEATTECH Tất Giữ Nhiệt | Lót Lông,UNIQLO,146000.0,UNIQLO,18.0,4.94,0.0,Tất,VND,0
Quần Trunks | Kẻ Sọc,UNIQLO,146000.0,UNIQLO,8.0,4.88,0.0,Quần,VND,0
Quần Trunks | Họa Tiết,UNIQLO,146000.0,UNIQLO,13.0,5.0,0.0,Quần,VND,0
Quần Trunks | Caro,UNIQLO,146000.0,UNIQLO,6.0,4.33,0.0,Quần,VND,0
Quần Lót Boxer Brief | Cạp Thấp | Họa Tiết,UNIQLO,146000.0,UNIQLO,6.0,5.0,0.0,Quần,VND,0
Quần Lót Boxer Brief | Họa Tiết,UNIQLO,146000.0,UNIQLO,15.0,5.0,0.0,Quần,VND,0
Quần Lót Boxer Brief | Họa Tiết,UNIQLO,146000.0,UNIQLO,11.0,4.91,0.0,Quần,VND,0
Quần Lót Boxer Brief | Kẻ Sọc,UNIQLO,146000.0,UNIQLO,12.0,4.92,0.0,Quần,VND,0
Quần Lót Boxer Brief | Cạp Thấp,UNIQLO,146000.0,UNIQLO,14.0,5.0,0.0,Quần,VND,0
Quần Lót Boxer Brief | Waist Striped,UNIQLO,146000.0,UNIQLO,30.0,4.87,0.0,Quần,VND,0
Quần Trunks,UNIQLO,146000.0,UNIQLO,14.0,5.0,0.0,Quần,VND,0
Quần Lót Boxer Brief,UNIQLO,146000.0,UNIQLO,108.0,4.94,0.0,Quần,VND,0
Quần Lót Trunk Dệt Kẻ Caro,UNIQLO,146000.0,UNIQLO,25.0,4.8,0.0,Quần,VND,0
Quần Trunks | Kẻ Sọc,UNIQLO,146000.0,UNIQLO,35.0,4.91,0.0,Quần,VND,0
Quần Trunks | Broadcloth,UNIQLO,146000.0,UNIQLO,117.0,4.75,0.0,Quần,VND,0
AIRism Quần Lót Boxer Brief | Cạp Thấp,UNIQLO,244000.0,UNIQLO,6.0,4.83,0.0,Quần,VND,0
AIRism Quần Lót Boxer Brief | Họa Tiết,UNIQLO,244000.0,UNIQLO,7.0,4.29,0.0,Quần,VND,0
AIRism Quần Lót Boxer Brief | Họa Tiết,UNIQLO,244000.0,UNIQLO,14.0,4.86,0.0,Quần,VND,0
AIRism Quần Lót Boxer Brief | Heather,UNIQLO,244000.0,UNIQLO,15.0,4.87,0.0,Quần,VND,0
AIRism Quần Lót Boxer Brief,UNIQLO,244000.0,UNIQLO,159.0,4.92,0.0,Quần,VND,0
AIRism Quần Lót Boxer Brief | Cạp Thấp,UNIQLO,244000.0,UNIQLO,66.0,4.83,0.0,Quần,VND,0
AIRism Quần Lót Boxer Briefs Không Đường May,UNIQLO,244000.0,UNIQLO,368.0,4.83,0.0,Quần,VND,0
Quần Lót Dáng Trunk Dệt In Hình,UNIQLO,146000.0,UNIQLO,98.0,4.77,0.0,Quần,VND,0
AIRism Cotton Áo Thun Cổ Tròn,UNIQLO,244000.0,UNIQLO,459.0,4.83,0.0,Áo,VND,0
AIRism Áo Thun | Cổ Tròn,UNIQLO,244000.0,UNIQLO,275.0,4.74,0.0,Áo,VND,0
AIRism Áo Thun | Cổ V,UNIQLO,244000.0,UNIQLO,129.0,4.78,0.0,Áo,VND,0
AIRism Áo Ba Lỗ Vải Mắt Lưới,UNIQLO,244000.0,UNIQLO,92.0,4.78,0.0,Áo,VND,0
AIRism Quần Lót Boxer Brief Không Đường May,UNIQLO,244000.0,UNIQLO,23.0,4.83,0.0,Quần,VND,0
AIRism Quần Lót Boxer Không Đường May,UNIQLO,244000.0,UNIQLO,112.0,4.76,0.0,Quần,VND,0
AIRism Quần Lót Boxer Không Đường May,UNIQLO,244000.0,UNIQLO,187.0,4.78,0.0,Quần,VND,0
Tất Cổ Thấp | Lót Lông,UNIQLO,97000.0,UNIQLO,213.0,4.91,0.0,Tất,VND,0
Tất Cổ Thấp | Middle cut,UNIQLO,97000.0,UNIQLO,11.0,5.0,0.0,Tất,VND,0
Tất Cổ Ngắn | Lót Lông,UNIQLO,97000.0,UNIQLO,6.0,4.5,0.0,Tất,VND,0
Tất Cổ Ngắn | Layered,UNIQLO,97000.0,UNIQLO,2.0,5.0,0.0,Tất,VND,0
Tất Cổ Thấp,UNIQLO,97000.0,UNIQLO,8.0,5.0,0.0,Tất,VND,0
Tất Cổ Ngắn | Vải Gân,UNIQLO,97000.0,UNIQLO,51.0,4.82,0.0,Tất,VND,0
Tất Cổ Ngắn | Vải Mắt Lưới | Họa Tiết,UNIQLO,97000.0,UNIQLO,113.0,4.86,0.0,Tất,VND,0
Tất Lửng | Lót Lông,UNIQLO,97000.0,UNIQLO,42.0,4.86,0.0,Tất,VND,0
Tất Lửng | Slub Lined,UNIQLO,97000.0,UNIQLO,4.0,5.0,0.0,Tất,VND,0
HEATTECH Tất Lửng | Lót Lông | Loại Mềm,UNIQLO,146000.0,UNIQLO,11.0,4.73,0.0,Tất,VND,0
Tất | Lót Lông,UNIQLO,97000.0,UNIQLO,8.0,5.0,0.0,Tất,VND,0
Tất | Vặn Thừng,UNIQLO,97000.0,UNIQLO,3.0,5.0,0.0,Tất,VND,0
Tất | Lót Lông,UNIQLO,97000.0,UNIQLO,8.0,5.0,0.0,Tất,VND,0
Tất | Kẻ Sọc,UNIQLO,97000.0,UNIQLO,2.0,4.5,0.0,Tất,VND,0
Tất | 2 Màu,UNIQLO,97000.0,UNIQLO,8.0,4.63,0.0,Tất,VND,0
Tất | Kẻ Sọc,UNIQLO,97000.0,UNIQLO,15.0,5.0,0.0,Tất,VND,0
SUPIMA COTTON Tất | Wide Ribbed,UNIQLO,97000.0,UNIQLO,86.0,4.9,0.0,Tất,VND,0
